Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
1061;21100890619;Philosophy of Management;journal;20529597, 17403812;0,292;Q3;17;32;88;1817;126;85;1,16;56,78;23,91;0;5;Switzerland;Western Europe;Springer International Publishing AG;2003-2005, 2007-2025;"History and Philosophy of Science (Q2); Business and International Management (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)";"Arts and Humanities; Business, Management and Accounting"
1062;21101115664;SCHOLE: A Journal of Leisure Studies and Recreation Education;journal;1937156X, 21624097;0,292;Q3;13;10;79;362;64;78;0,59;36,20;47,22;0;3;United Kingdom;Western Europe;Taylor and Francis Ltd.;1993-2024;"Sociology and Political Science (Q2); Education (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Social Sciences"
1063;21100836293;International Journal of Religious Tourism and Pilgrimage;journal;20097379;0,291;Q3;17;29;175;1189;208;170;1,02;41,00;48,57;0;15;Ireland;Western Europe;Technological University Dublin;2017-2024;"Religious Studies (Q1); Tourism, Leisure and Hospitality Management (Q3)";"Arts and Humanities; Business, Management and Accounting"
1064;19700170105;Problems and Perspectives in Management;journal;17277051, 18105467;0,291;Q3;34;216;589;10726;1251;589;2,06;49,66;50,26;0;126;Ukraine;Eastern Europe;LLC CPC Business Perspectives;2003-2025;"Law (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Information Systems and Management (Q3); Public Administration (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
1065;11700154320;Journal of Developmental Entrepreneurship;journal;1793706X, 10849467;0,290;Q3;34;32;96;2475;124;85;0,91;77,34;44,83;0;17;Singapore;Asiatic Region;World Scientific;2008-2024;"Business and International Management (Q3); Economics and Econometrics (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1066;21101075855;Journal of Indonesian Economy and Business;journal;23385847, 20858272;0,290;Q3;10;15;45;1040;85;45;1,50;69,33;38,46;0;8;Indonesia;Asiatic Region;Gadjah Mada University;2019-2025;"Accounting (Q3); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1067;21101144403;Scandinavian Journal of Public Administration;journal;20017413, 20017405;0,290;Q3;8;18;65;1268;89;62;1,56;70,44;50,00;0;5;Sweden;Western Europe;University of Gothenburg School of Public Administration;2019-2024;"Law (Q2); Business, Management and Accounting (miscellaneous) (Q3); Public Administration (Q3)";"Business, Management and Accounting; Social Sciences"
1068;21101090832;Heritage and Sustainable Development;journal;27120554;0,289;Q3;11;53;67;2064;140;67;2,51;38,94;33,94;0;38;Bosnia and Herzegovina;Eastern Europe;Research and Development Academy;2019-2025;"Architecture (Q2); Business, Management and Accounting (miscellaneous) (Q3); Engineering (miscellaneous) (Q3); Environmental Engineering (Q3)";"Business, Management and Accounting; Engineering; Environmental Science"
1069;21100896940;Intellectual Economics;journal;18228038, 18228011;0,289;Q3;11;20;62;966;123;59;2,18;48,30;34,43;0;12;Lithuania;Eastern Europe;Mykolo Romerio Universitetas;2018-2024;"Economics, Econometrics and Finance (miscellaneous) (Q2); Philosophy (Q2); Sociology and Political Science (Q2); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1070;21101089124;Retos (Ecuador);journal;13906291, 13908618;0,289;Q3;12;20;60;1058;125;60;2,00;52,90;51,92;0;9;Ecuador;Latin America;Universidad Politecnica Salesiana;2019-2024;"Business and International Management (Q3); Economics and Econometrics (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Public Administration (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1071;21100905324;Journal of Brand Strategy;journal;2045855X, 20458568;0,288;Q3;10;32;93;1164;63;80;0,54;36,38;50,88;0;2;United Kingdom;Western Europe;Henry Stewart Publications;2018-2024;"Communication (Q2); Management of Technology and Innovation (Q3); Marketing (Q3); Strategy and Management (Q3); Social Psychology (Q4)";"Business, Management and Accounting; Psychology; Social Sciences"
1072;5800207412;Journal of Intercultural Communication;journal;14041634;0,288;Q3;12;61;97;3352;166;97;1,71;54,95;38,40;0;17;Sweden;Western Europe;Immigrant Institutet;2011-2024;"Cultural Studies (Q1); Communication (Q2); Gender Studies (Q2); Linguistics and Language (Q2); Education (Q3); Public Administration (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
1073;145573;GENEVA Risk and Insurance Review;journal;1554964X, 15549658;0,287;Q3;25;16;34;754;38;33;1,07;47,13;23,08;0;2;United Kingdom;Western Europe;Palgrave Macmillan Ltd.;1975-1979, 2002, 2005-2024;"Accounting (Q3); Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1074;21101162971;Zeitschrift fur Technikfolgenabschatzung in Theorie und Praxis / Journal for Technology Assessment in Theory and Practice;journal;2568020X, 25678833;0,287;Q3;6;32;108;716;76;80;0,76;22,38;37,04;0;16;Germany;Western Europe;Oekom - Gesellschaft fuer Oekologische Kommunikation mbH;2019-2024;Management of Technology and Innovation (Q3);Business, Management and Accounting
1075;21100242265;International Journal of Intellectual Property Management;journal;14789647, 14789655;0,286;Q3;14;30;81;1428;93;80;1,09;47,60;32,08;0;13;Switzerland;Western Europe;Inderscience;2006-2016, 2019-2024;"Law (Q2); Business and International Management (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
1076;21100912225;Journal of the Geographical Institute Jovan Cvijic SASA;journal;03507599, 18212808;0,286;Q3;10;28;75;1339;96;73;1,29;47,82;41,10;0;15;Serbia;Eastern Europe;"Geographical Institute Jovan Cviji"" of the Serbian Academy of Sciences and Arts""";2019-2024;"Demography (Q3); Earth-Surface Processes (Q3); Geography, Planning and Development (Q3); Geology (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Earth and Planetary Sciences; Social Sciences"
1077;21101021407;Operations Research and Decisions;journal;23916060, 20818858;0,286;Q3;8;50;94;2032;139;94;1,54;40,64;30,48;0;6;Poland;Eastern Europe;Wroclaw University of Science and Technology;2019-2024;"Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Modeling and Simulation (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Business, Management and Accounting; Decision Sciences; Mathematics"
1078;21100886220;Journal for International Business and Entrepreneurship Development;journal;17476763, 15499324;0,285;Q3;14;23;66;2050;120;64;1,53;89,13;46,43;0;6;Switzerland;Western Europe;Inderscience Enterprises Ltd;2018-2024;"Political Science and International Relations (Q2); Business, Management and Accounting (miscellaneous) (Q3); Development (Q3)";"Business, Management and Accounting; Social Sciences"
1079;21100265668;Journal of Accounting Literature;journal;7374607;0,285;Q3;26;81;7;7008;21;7;3,00;86,52;32,85;0;38;United Kingdom;Western Europe;Emerald Publishing;2013-2019, 2022-2025;Accounting (Q3);Business, Management and Accounting
1080;5800169158;Public Works Management and Policy;journal;1087724X;0,285;Q3;32;30;79;1407;110;56;1,25;46,90;39,06;0;20;United States;Northern America;SAGE Publications Inc.;1996-2025;"Sociology and Political Science (Q2); Business, Management and Accounting (miscellaneous) (Q3); Public Administration (Q3)";"Business, Management and Accounting; Social Sciences"
1081;21101089565;Review of Integrative Business and Economics Research;journal;24146722, 23041013;0,285;Q3;9;129;119;5459;273;119;2,56;42,32;50,00;0;67;China;Asiatic Region;"GMP Press &amp; Printing Co.";2019-2025;"Economics, Econometrics and Finance (miscellaneous) (Q2); Business, Management and Accounting (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1082;21101042485;Journal of Engineering, Project, and Production Management;journal;22238379, 22216529;0,284;Q3;12;32;77;887;145;76;1,49;27,72;33,33;0;21;Poland;Eastern Europe;Engineering Project and Production Management;2019-2025;"Business, Management and Accounting (miscellaneous) (Q3); Engineering (miscellaneous) (Q3); Mechanical Engineering (Q3)";"Business, Management and Accounting; Engineering"
1083;12100155425;South African Journal of Business Management;journal;20785585, 20785976;0,284;Q3;24;58;95;4227;148;92;1,42;72,88;43,61;1;27;South Africa;Africa;AOSIS (Pty) Ltd;2008-2025;"Business and International Management (Q3); Strategy and Management (Q3)";Business, Management and Accounting
1084;19900193932;Informacios Tarsadalom;journal;15878694;0,283;Q3;7;19;83;541;89;81;1,00;28,47;26,92;0;3;Hungary;Eastern Europe;Infonia;2008-2024;"Communication (Q2); Education (Q3); Management of Technology and Innovation (Q3); Social Psychology (Q4)";"Business, Management and Accounting; Psychology; Social Sciences"
1085;19900191851;South East European Journal of Economics and Business;journal;1840118X;0,282;Q3;20;12;71;608;123;68;1,04;50,67;60,00;0;5;Bosnia and Herzegovina;Eastern Europe;School of Economics and Business in Sarajevo;2007-2024;"Economics, Econometrics and Finance (miscellaneous) (Q2); Business, Management and Accounting (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1086;19900192134;Decision Sciences Journal of Innovative Education;journal;15404609, 15404595;0,281;Q3;29;19;53;872;76;52;1,03;45,89;42,22;0;7;United Kingdom;Western Europe;John Wiley and Sons Ltd;2011-2025;"Business, Management and Accounting (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q3); Education (Q3)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
1087;21101089574;Revista de Administracao Contemporanea;journal;19827849, 14156555;0,281;Q3;10;42;159;2008;187;135;1,13;47,81;40,48;0;24;Brazil;Latin America;Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao;2019-2024;"Business, Management and Accounting (miscellaneous) (Q3); Management Science and Operations Research (Q3); Public Administration (Q3)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
1088;21100899296;Innovative Marketing;journal;18142427, 18166326;0,280;Q3;24;91;211;4701;476;211;2,20;51,66;39,65;0;16;Ukraine;Eastern Europe;LLC CPC Business Perspectives;2005-2025;"Economics, Econometrics and Finance (miscellaneous) (Q2); Law (Q2); Management of Technology and Innovation (Q3); Marketing (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1089;100237;Tekstilec;trade journal;03513386, 23503696;0,280;Q3;16;29;83;1008;108;83;1,29;34,76;46,75;0;14;Slovenia;Eastern Europe;University of Ljubljana Press;1989-2024;"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Industrial and Manufacturing Engineering (Q3); Polymers and Plastics (Q3)";"Business, Management and Accounting; Engineering; Materials Science"
1090;21100803316;Valori e Valutazioni;journal;20362404;0,280;Q3;16;19;63;865;76;55;1,44;45,53;44,68;0;10;Italy;Western Europe;Societa Italiana di Estimo e Valutazione (SIEV);2016-2024;"Law (Q2); Decision Sciences (miscellaneous) (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
1091;21100912227;Acta Logistica;journal;13395629;0,279;Q3;11;65;152;1991;209;152;1,35;30,63;49,44;0;28;Slovakia;Eastern Europe;4S go, s.r.o;2019-2024;"Business and International Management (Q3); Civil and Structural Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Transportation (Q3)";"Business, Management and Accounting; Engineering; Social Sciences"
1092;21101245229;Journal of Applied Communications;journal;24761362;0,279;Q3;9;27;91;1488;85;90;1,03;55,11;64,84;0;13;United States;Northern America;New Prairie Press;2019-2024;"Agricultural and Biological Sciences (miscellaneous) (Q2); Communication (Q2); Marketing (Q3)";"Agricultural and Biological Sciences; Business, Management and Accounting; Social Sciences"
1093;130090;Journal of Electronic Commerce in Organizations;journal;15392937;0,279;Q3;29;4;47;372;98;47;2,67;93,00;33,33;0;1;United States;Northern America;IGI Publishing;2005-2024;"Computer Networks and Communications (Q3); Computer Science Applications (Q3); Marketing (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Computer Science"
1094;21100836589;International Journal of Business Environment;journal;17400589, 17400597;0,278;Q3;11;20;61;1480;99;61;1,56;74,00;26,15;0;14;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2017-2025;"Business and International Management (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences"
1095;21100847440;International Journal of Comparative Labour Law and Industrial Relations;journal;1875838X, 0952617X;0,277;Q3;14;19;67;2541;63;67;0,88;133,74;41,67;1;15;United Kingdom;Western Europe;;2017-2025;"Law (Q2); Industrial Relations (Q3); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Social Sciences"
1096;21100829917;African Journal of Hospitality, Tourism and Leisure;journal;2223814X;0,276;Q3;26;102;381;5749;617;381;1,42;56,36;39,17;0;59;South Africa;Africa;Africa Journals;2017-2024;"Geography, Planning and Development (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Social Sciences"
1097;19900191745;Indian Growth and Development Review;journal;17538254, 17538262;0,276;Q3;17;22;38;1120;65;38;1,00;50,91;25,64;0;18;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;2008-2025;"Business and International Management (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
